Latitude,Longitude,Number,Street,City,State,Zip,Base Elevation,Height
40.013076,-75.188114,3413,Sunnyside Ave,Philadelphia,PA,19129,163.9,20
40.013032,-75.188709,3432,Ainslie St,Philadelphia,PA,19129,172.8,20
40.013144,-75.188014,3411,Sunnyside Ave,Philadelphia,PA,19129,164.5,10
40.013062,-75.18867,3430,Ainslie St,Philadelphia,PA,19129,173.2,20
40.013091,-75.188631,3428,Ainslie St,Philadelphia,PA,19129,173.3,20
40.013147,-75.188547,3424,Ainslie St,Philadelphia,PA,19129,173.2,30
40.013176,-75.188504,3422,Ainslie St,Philadelphia,PA,19129,174.8,20
40.013206,-75.188462,3420,Ainslie St,Philadelphia,PA,19129,175.2,30
40.013234,-75.188418,3418,Ainslie St,Philadelphia,PA,19129,175.6,20
40.013265,-75.188376,3416,Ainslie St,Philadelphia,PA,19129,176.2,20
40.013295,-75.188332,3414,Ainslie St,Philadelphia,PA,19129,177,20
40.01334,-75.188304,3412,Ainslie St,Philadelphia,PA,19129,177,20
40.013377,-75.18825,3410,Ainslie St,Philadelphia,PA,19129,177.6,20
40.013414,-75.188167,3408,Ainslie St,Philadelphia,PA,19129,174.4,30
40.011343,-75.194266,3649,Stanton St,Philadelphia,PA,19129,107,20
40.010171,-75.19505,3709,Stanton St,Philadelphia,PA,19129,67.1,40
40.01012,-75.195082,3711,Stanton St,Philadelphia,PA,19129,65.7,30
40.011118,-75.194755,3666,Calumet St,Philadelphia,PA,19129,107.7,30
40.011174,-75.194717,3664,Calumet St,Philadelphia,PA,19129,107.9,20
40.01121,-75.194693,3662,Calumet St,Philadelphia,PA,19129,108.5,30
40.011273,-75.19465,3658,Calumet St,Philadelphia,PA,19129,110.3,30
40.011746,-75.193971,3629,Stanton St,Philadelphia,PA,19129,111,10
40.011247,-75.194331,3653,Stanton St,Philadelphia,PA,19129,106.2,30
40.011531,-75.194139,3641,Stanton St,Philadelphia,PA,19129,108.8,30
40.011596,-75.194096,3637,Stanton St,Philadelphia,PA,19129,109.6,30
40.011562,-75.194119,3639,Stanton St,Philadelphia,PA,19129,109.1,10
40.011669,-75.194045,3633,Stanton St,Philadelphia,PA,19129,110.3,20
40.011466,-75.194183,3643,Stanton St,Philadelphia,PA,19129,108.7,10
40.011632,-75.19407,3635,Stanton St,Philadelphia,PA,19129,109.8,20
40.010618,-75.194756,3687,Stanton St,Philadelphia,PA,19129,92.8,10
40.011054,-75.194459,3663,Stanton St,Philadelphia,PA,19129,104.6,30
40.011018,-75.194482,3665,Stanton St,Philadelphia,PA,19129,104.1,30
40.010838,-75.194604,3675,Stanton St,Philadelphia,PA,19129,97.3,30
40.010802,-75.194628,3677,Stanton St,Philadelphia,PA,19129,95.3,30
40.010765,-75.194653,3679,Stanton St,Philadelphia,PA,19129,93.4,30
40.010728,-75.194679,3681,Stanton St,Philadelphia,PA,19129,92.2,30
40.010067,-75.195119,3713-15,Stanton St,Philadelphia,PA,19129,63.6,30
40.011392,-75.194233,3647,Stanton St,Philadelphia,PA,19129,107.7,10
40.01051,-75.194827,3693,Stanton St,Philadelphia,PA,19129,82.2,30
40.010475,-75.194862,3695,Stanton St,Philadelphia,PA,19129,81.7,30
40.010439,-75.194891,3697,Stanton St,Philadelphia,PA,19129,79.7,30
40.010397,-75.194902,3699,Stanton St,Philadelphia,PA,19129,77.5,30
40.010359,-75.194922,3701,Stanton St,Philadelphia,PA,19129,76.3,30
40.010691,-75.194702,3683,Stanton St,Philadelphia,PA,19129,90.4,30
40.010655,-75.194727,3685,Stanton St,Philadelphia,PA,19129,88.7,20
40.010578,-75.194774,3689,Stanton St,Philadelphia,PA,19129,85.7,30
40.0112,-75.194365,3655,Stanton St,Philadelphia,PA,19129,105.9,30
40.011131,-75.194408,3659,Stanton St,Philadelphia,PA,19129,105.8,30
40.01116,-75.194382,3657,Stanton St,Philadelphia,PA,19129,105.7,20
40.01161,-75.194423,3640,Calumet St,Philadelphia,PA,19129,119.5,20
40.0115,-75.194498,3646,Calumet St,Philadelphia,PA,19129,115.1,20
40.011536,-75.194472,3644,Calumet St,Philadelphia,PA,19129,116.8,20
40.011464,-75.194521,3648,Calumet St,Philadelphia,PA,19129,114.4,20
40.011786,-75.194303,3630,Calumet St,Philadelphia,PA,19129,125.4,20
40.011823,-75.194268,3628,Calumet St,Philadelphia,PA,19129,127.2,40
40.011429,-75.194546,3650,Calumet St,Philadelphia,PA,19129,113.9,20
40.011338,-75.194606,3654-56,Calumet St,Philadelphia,PA,19129,112,10
40.011393,-75.194569,3652,Calumet St,Philadelphia,PA,19129,113,30
39.986709,-75.162463,2131,N 18th St,Philadelphia,PA,19121,84.6,40
39.986664,-75.162969,2136,N 18th St,Philadelphia,PA,19121,86.5,30
39.986707,-75.16296,2138,N 18th St,Philadelphia,PA,19121,85.8,40
39.986978,-75.163037,1808,W Susquehanna Ave,Philadelphia,PA,19121,86.5,20
39.98675,-75.162952,2140,N 18th St,Philadelphia,PA,19121,85.2,40
39.986691,-75.161445,1700-8,W Susquehanna Ave,Philadelphia,PA,19121,84.7,30
39.987474,-75.162106,2216,N Bouvier St,Philadelphia,PA,19132,84.9,20
39.9768,-75.162971,1509,N 17th St,Philadelphia,PA,19121,108.4,30
39.976898,-75.162621,1518,Willington St,Philadelphia,PA,19121,105.8,30
39.976812,-75.162641,1514,Willington St,Philadelphia,PA,19121,106.3,40
39.976769,-75.162649,1512,Willington St,Philadelphia,PA,19121,106.9,30
39.977392,-75.162845,1529,N 17th St,Philadelphia,PA,19121,105.9,40
39.97711,-75.162575,1528,Willington St,Philadelphia,PA,19121,105.7,40
39.977069,-75.162583,1526,Willington St,Philadelphia,PA,19121,106,40
39.977152,-75.162565,1530,Willington St,Philadelphia,PA,19121,105.8,30
39.976503,-75.162697,1621,Jefferson St,Philadelphia,PA,19121,106.6,40
39.976558,-75.162692,1502,Willington St,Philadelphia,PA,19121,107.2,30
39.977102,-75.162905,1519,N 17th St,Philadelphia,PA,19121,107.2,40
39.977276,-75.162868,1525,N 17th St,Philadelphia,PA,19121,106.7,30
39.977218,-75.16288,1523,N 17th St,Philadelphia,PA,19121,106.6,30
39.97739,-75.162517,1540-42,Willington St,Philadelphia,PA,19121,103,40
39.977279,-75.16254,1536,Willington St,Philadelphia,PA,19121,104.9,30
39.976598,-75.162684,1504,Willington St,Philadelphia,PA,19121,107.4,30
39.976641,-75.162675,1506,Willington St,Philadelphia,PA,19121,107.5,30
39.976542,-75.163009,1501,N 17th St,Philadelphia,PA,19121,108.7,40
39.977451,-75.162832,1531,N 17th St,Philadelphia,PA,19121,105.8,30
39.976927,-75.162944,1513,N 17th St,Philadelphia,PA,19121,107.9,30
39.977237,-75.162548,1534,Willington St,Philadelphia,PA,19121,105.4,30
39.977195,-75.162557,1532,Willington St,Philadelphia,PA,19121,105.3,30
39.974453,-75.16005,1422,Master St,Philadelphia,PA,19121,88.5,40
39.974444,-75.159982,1420,Master St,Philadelphia,PA,19121,87.1,40
39.974462,-75.160119,1424,Master St,Philadelphia,PA,19121,89.3,40
39.977652,-75.162663,1622,W Oxford St,Philadelphia,PA,19121,103.5,20
39.974511,-75.160318,1430,Master St,Philadelphia,PA,19121,90.9,30
39.97452,-75.160386,1432,Master St,Philadelphia,PA,19121,90.5,40
39.974502,-75.16025,1428,Master St,Philadelphia,PA,19121,90.7,30
39.974471,-75.160187,1426,Master St,Philadelphia,PA,19121,89.9,40
39.976986,-75.162927,1515,N 17th St,Philadelphia,PA,19121,107.5,40
39.977468,-75.162519,1544,Willington St,Philadelphia,PA,19121,103,40
39.973891,-75.160113,1318,N Carlisle St,Philadelphia,PA,19121,81.3,30
39.973489,-75.160479,1301,N 15th St,Philadelphia,PA,19121,80.7,40
39.973928,-75.160387,1319,N 15th St,Philadelphia,PA,19121,85.6,30
39.973781,-75.160414,1313,N 15th St,Philadelphia,PA,19121,84.8,40
39.973853,-75.160389,1315-17,N 15th St,Philadelphia,PA,19121,84.7,40
39.974193,-75.160224,1325-37,N 15th St,Philadelphia,PA,19121,81.8,60
39.973516,-75.160117,1407,W Thompson St,Philadelphia,PA,19121,78.9,30
39.973525,-75.160183,1409,W Thompson St,Philadelphia,PA,19121,79.6,20
39.973529,-75.160251,1411,W Thompson St,Philadelphia,PA,19121,80.2,40
39.973731,-75.160417,1311,N 15th St,Philadelphia,PA,19121,85,30
39.973682,-75.160427,1309,N 15th St,Philadelphia,PA,19121,84.5,40
39.973635,-75.160446,1307,N 15th St,Philadelphia,PA,19121,83.2,40
39.973586,-75.160457,1305,N 15th St,Philadelphia,PA,19121,83.7,30
39.987038,-75.161221,2200,N 17th St,Philadelphia,PA,19132,81.8,40
39.987223,-75.16169,2206,N Colorado St,Philadelphia,PA,19132,83.5,20
39.987262,-75.161682,2208,N Colorado St,Philadelphia,PA,19132,83.7,20
39.987171,-75.161891,2203,N Bouvier St,Philadelphia,PA,19132,82.8,20
39.987209,-75.161883,2205,N Bouvier St,Philadelphia,PA,19132,83.5,20
39.987376,-75.161657,2214,N Colorado St,Philadelphia,PA,19132,84.3,20
39.987338,-75.161666,2212,N Colorado St,Philadelphia,PA,19132,84.3,20
39.9873,-75.161674,2210,N Colorado St,Philadelphia,PA,19132,83.8,20
39.987166,-75.158879,2223,N Mole St,Philadelphia,PA,19132,84.1,20
39.987117,-75.160289,2211,N Chadwick St,Philadelphia,PA,19132,82.4,20
39.987155,-75.160281,2213,N Chadwick St,Philadelphia,PA,19132,82.4,20
39.987193,-75.160273,2215,N Chadwick St,Philadelphia,PA,19132,82.4,20
39.986939,-75.160326,1623-25,W Susquehanna Ave,Philadelphia,PA,19132,80.8,40
39.987268,-75.160256,2219,N Chadwick St,Philadelphia,PA,19132,82.9,20
39.987307,-75.160248,2221,N Chadwick St,Philadelphia,PA,19132,83,20
39.987345,-75.160239,2223,N Chadwick St,Philadelphia,PA,19132,83,20
39.987382,-75.160231,2225,N Chadwick St,Philadelphia,PA,19132,83.1,20
39.987456,-75.160214,2229,N Chadwick St,Philadelphia,PA,19132,83.4,30
39.987326,-75.16006,2224,N Bancroft St,Philadelphia,PA,19132,82.7,20
39.988082,-75.159896,2264,N Bancroft St,Philadelphia,PA,19132,81.4,20
39.987853,-75.159946,2252,N Bancroft St,Philadelphia,PA,19132,82,20
39.987662,-75.159987,2242,N Bancroft St,Philadelphia,PA,19132,82.8,20
39.9877,-75.159979,2244,N Bancroft St,Philadelphia,PA,19132,82.8,20
39.988005,-75.159912,2260,N Bancroft St,Philadelphia,PA,19132,81.7,20
39.987892,-75.159938,2254,N Bancroft St,Philadelphia,PA,19132,82,20
39.987968,-75.159921,2258,N Bancroft St,Philadelphia,PA,19132,81.8,20
39.987472,-75.160028,2232,N Bancroft St,Philadelphia,PA,19132,83,20
39.987815,-75.159955,2250,N Bancroft St,Philadelphia,PA,19132,82.5,20
39.987215,-75.160085,2218,N Bancroft St,Philadelphia,PA,19132,82.6,20
39.987585,-75.160004,2238,N Bancroft St,Philadelphia,PA,19132,83,20
39.987435,-75.160036,2230,N Bancroft St,Philadelphia,PA,19132,82.9,20
39.987252,-75.160077,2220,N Bancroft St,Philadelphia,PA,19132,82.3,20
39.987178,-75.160094,2216,N Bancroft St,Philadelphia,PA,19132,82.4,20
39.98793,-75.15993,2256,N Bancroft St,Philadelphia,PA,19132,81.7,20
39.987141,-75.160101,2214,N Bancroft St,Philadelphia,PA,19132,82.7,20
39.987738,-75.15997,2246,N Bancroft St,Philadelphia,PA,19132,82.4,20
39.987777,-75.159963,2248,N Bancroft St,Philadelphia,PA,19132,82.5,20
39.987624,-75.159995,2240,N Bancroft St,Philadelphia,PA,19132,83.1,20
39.98751,-75.16002,2234,N Bancroft St,Philadelphia,PA,19132,83.4,20
39.987104,-75.160109,2212,N Bancroft St,Philadelphia,PA,19132,82.3,20
39.987547,-75.160013,2236,N Bancroft St,Philadelphia,PA,19132,83,20
39.987067,-75.160117,2210,N Bancroft St,Philadelphia,PA,19132,82.1,20
39.987399,-75.160045,2228,N Bancroft St,Philadelphia,PA,19132,82.8,20
39.987141,-75.159811,2217,N Bancroft St,Philadelphia,PA,19132,82.1,20
39.987068,-75.159828,2213,N Bancroft St,Philadelphia,PA,19132,81.5,20
39.987215,-75.159794,2221,N Bancroft St,Philadelphia,PA,19132,82.1,20
39.987289,-75.159779,2225,N Bancroft St,Philadelphia,PA,19132,82.5,20
39.987326,-75.159771,2227,N Bancroft St,Philadelphia,PA,19132,82.6,20
39.987363,-75.159763,2229,N Bancroft St,Philadelphia,PA,19132,83.2,20
39.987399,-75.159755,2231,N Bancroft St,Philadelphia,PA,19132,82.8,20
39.987436,-75.159747,2233,N Bancroft St,Philadelphia,PA,19132,82.7,20
39.987473,-75.15974,2235,N Bancroft St,Philadelphia,PA,19132,82.9,20
39.98751,-75.159731,2237,N Bancroft St,Philadelphia,PA,19132,82.4,20
39.987009,-75.159626,2210,N 16th St,Philadelphia,PA,19132,81.4,40
39.987053,-75.159617,2212,N 16th St,Philadelphia,PA,19132,81.4,40
39.987095,-75.159608,2214,N 16th St,Philadelphia,PA,19132,81.5,40
39.987138,-75.159599,2216,N 16th St,Philadelphia,PA,19132,81.8,30
39.987181,-75.159588,2218,N 16th St,Philadelphia,PA,19132,81.9,30
39.987224,-75.15958,2220,N 16th St,Philadelphia,PA,19132,82.1,30
39.987267,-75.159571,2222,N 16th St,Philadelphia,PA,19132,81.9,30
39.986892,-75.159584,1601-3,W Susquehanna Ave,Philadelphia,PA,19132,80.4,40
39.986898,-75.159665,1605,W Susquehanna Ave,Philadelphia,PA,19121,80.3,30
39.986905,-75.159715,1607,W Susquehanna Ave,Philadelphia,PA,19121,80.2,30
39.986911,-75.159766,1609,W Susquehanna Ave,Philadelphia,PA,19121,80.3,30
39.986922,-75.159869,1611-15,W Susquehanna Ave,Philadelphia,PA,19132,80.2,40
39.986535,-75.162999,2130,N 18th St,Philadelphia,PA,19121,87.2,40
39.986492,-75.163008,2128,N 18th St,Philadelphia,PA,19121,87.3,40
39.986577,-75.162987,2132,N 18th St,Philadelphia,PA,19121,87,40
39.98665,-75.161951,1729,French St,Philadelphia,PA,19121,86,20
39.986662,-75.162054,1733,French St,Philadelphia,PA,19121,86.2,20
39.986657,-75.162002,1731,French St,Philadelphia,PA,19121,86.2,20
39.986449,-75.163017,2126,N 18th St,Philadelphia,PA,19121,87.3,40
39.986,-75.163273,1801-19,Diamond St,Philadelphia,PA,19121,88.5,40
39.986681,-75.148812,2257,N 10th St,Philadelphia,PA,19133,89.4,30
39.987129,-75.158888,2221,N Mole St,Philadelphia,PA,19132,84.1,20
39.987318,-75.158847,2231,N Mole St,Philadelphia,PA,19132,84.3,20
39.987355,-75.158838,2233,N Mole St,Philadelphia,PA,19132,84.3,20
39.986783,-75.158799,2200-6,N Sydenham St,Philadelphia,PA,19132,83.7,30
39.986881,-75.158778,2208,N Sydenham St,Philadelphia,PA,19132,84.7,20
39.986919,-75.15877,2210,N Sydenham St,Philadelphia,PA,19132,85.2,20
39.986957,-75.158762,2212,N Sydenham St,Philadelphia,PA,19132,85.1,20
39.987134,-75.158346,2221,N Sydenham St,Philadelphia,PA,19132,83.9,20
39.987214,-75.158334,2225,N Sydenham St,Philadelphia,PA,19132,83.6,20
39.987094,-75.158351,2219,N Sydenham St,Philadelphia,PA,19132,84.1,20
39.986938,-75.15842,2211,N Sydenham St,Philadelphia,PA,19132,85.2,20
39.986897,-75.158429,2209,N Sydenham St,Philadelphia,PA,19132,85.2,20
39.986938,-75.158095,2214,N 15th St,Philadelphia,PA,19132,87.5,20
39.986811,-75.158083,2208,N 15th St,Philadelphia,PA,19132,88,40
39.986769,-75.158091,2206,N 15th St,Philadelphia,PA,19132,88.1,40
39.986727,-75.158101,2204,N 15th St,Philadelphia,PA,19132,88.1,40
39.986686,-75.158115,2202,N 15th St,Philadelphia,PA,19132,88.3,40
39.986641,-75.158124,2200,N 15th St,Philadelphia,PA,19132,86.8,40
39.986857,-75.158113,2210,N 15th St,Philadelphia,PA,19132,87.7,40
39.98729,-75.157991,2230,N 15th St,Philadelphia,PA,19132,85.9,20
39.98698,-75.158086,2216,N 15th St,Philadelphia,PA,19132,87.6,20
39.98715,-75.158015,2224,N 15th St,Philadelphia,PA,19132,87.1,20
39.98706,-75.158034,2220,N 15th St,Philadelphia,PA,19132,87.7,20
39.987105,-75.158025,2222,N 15th St,Philadelphia,PA,19132,87.2,20
39.987243,-75.158002,2228,N 15th St,Philadelphia,PA,19132,86.7,20
39.987197,-75.158012,2226,N 15th St,Philadelphia,PA,19132,86.6,20
39.987393,-75.15883,2235,N Mole St,Philadelphia,PA,19132,84.1,20
39.987562,-75.158631,2244,N Sydenham St,Philadelphia,PA,19132,82.8,20
39.987525,-75.158639,2242,N Sydenham St,Philadelphia,PA,19132,83.3,20
39.987411,-75.158663,2236,N Sydenham St,Philadelphia,PA,19132,83.8,20
39.987487,-75.158647,2240,N Sydenham St,Philadelphia,PA,19132,83.6,20
39.987449,-75.158655,2238,N Sydenham St,Philadelphia,PA,19132,83.5,20
39.986999,-75.160315,2205,N Chadwick St,Philadelphia,PA,19132,81.6,40
39.987039,-75.160306,2207,N Chadwick St,Philadelphia,PA,19132,81.8,40
39.986643,-75.161902,1727,French St,Philadelphia,PA,19121,85.9,20
39.987282,-75.162148,2206,N Bouvier St,Philadelphia,PA,19132,84.1,20
39.987244,-75.162156,2204,N Bouvier St,Philadelphia,PA,19132,84,20
39.986715,-75.163276,2135-37,N Gratz St,Philadelphia,PA,19121,89.8,20
39.986599,-75.163302,2131-33,N Gratz St,Philadelphia,PA,19121,90.6,20
39.987359,-75.162131,2210,N Bouvier St,Philadelphia,PA,19132,84.3,20
39.987397,-75.162122,2212,N Bouvier St,Philadelphia,PA,19132,84.3,20
39.987321,-75.16214,2208,N Bouvier St,Philadelphia,PA,19132,84.4,20
39.986857,-75.162096,1724,W Susquehanna Ave,Philadelphia,PA,19121,83.4,40
39.987404,-75.162341,2211,N 18th St,Philadelphia,PA,19132,84.3,30
39.987361,-75.16235,2209,N 18th St,Philadelphia,PA,19132,84.5,20
39.987317,-75.16236,2207,N 18th St,Philadelphia,PA,19132,84,30
39.986456,-75.163333,2127,N Gratz St,Philadelphia,PA,19121,91.7,40
39.986801,-75.162449,2135,N 18th St,Philadelphia,PA,19121,84.3,40
39.986828,-75.161876,1716,W Susquehanna Ave,Philadelphia,PA,19121,83.6,40
39.986836,-75.162932,2144,N 18th St,Philadelphia,PA,19121,84.5,40
39.986793,-75.162942,2142,N 18th St,Philadelphia,PA,19121,85.5,40
39.986406,-75.163027,2124,N 18th St,Philadelphia,PA,19121,87.7,40
39.986976,-75.16241,2143,N 18th St,Philadelphia,PA,19121,83.5,40
39.986931,-75.162421,2141,N 18th St,Philadelphia,PA,19121,83.7,40
39.986682,-75.162203,1739,French St,Philadelphia,PA,19121,85.9,20
39.986356,-75.163038,2122,N 18th St,Philadelphia,PA,19121,87.6,40
39.987004,-75.163213,1810-18,W Susquehanna Ave,Philadelphia,PA,19121,87.1,30
39.987206,-75.162164,2202,N Bouvier St,Philadelphia,PA,19132,83.4,30
39.987163,-75.162173,2200,N Bouvier St,Philadelphia,PA,19132,82.9,30
39.986676,-75.162154,1737,French St,Philadelphia,PA,19121,86,20
39.98683,-75.163251,2139-41,N Gratz St,Philadelphia,PA,19121,89.1,20
39.986396,-75.163346,2125,N Gratz St,Philadelphia,PA,19121,91.6,40
39.986663,-75.162474,2129,N 18th St,Philadelphia,PA,19121,85.1,40
39.987226,-75.161409,2209,N Colorado St,Philadelphia,PA,19132,83.4,20
39.987149,-75.161425,2205,N Colorado St,Philadelphia,PA,19132,83.4,20
39.987333,-75.161157,2214,N 17th St,Philadelphia,PA,19132,83.3,30
39.987249,-75.161175,2210,N 17th St,Philadelphia,PA,19132,83.1,40
39.987362,-75.161849,2213,N Bouvier St,Philadelphia,PA,19132,84.5,20
39.9874,-75.161841,2215,N Bouvier St,Philadelphia,PA,19132,84.5,20
39.987187,-75.161417,2207,N Colorado St,Philadelphia,PA,19132,83.3,20
39.987166,-75.161194,2206,N 17th St,Philadelphia,PA,19132,82.9,40
39.987124,-75.161203,2204,N 17th St,Philadelphia,PA,19132,82.7,40
39.987207,-75.161184,2208,N 17th St,Philadelphia,PA,19132,83,30
39.987291,-75.161166,2212,N 17th St,Philadelphia,PA,19132,83.5,30
39.987324,-75.161857,2211,N Bouvier St,Philadelphia,PA,19132,84.1,20
39.987247,-75.161875,2207,N Bouvier St,Philadelphia,PA,19132,83.9,20
39.987147,-75.161707,2202,N Colorado St,Philadelphia,PA,19132,83,20
39.987185,-75.161699,2204,N Colorado St,Philadelphia,PA,19132,83.2,20
39.987341,-75.161383,2215,N Colorado St,Philadelphia,PA,19132,83.5,20
39.987379,-75.161375,2217,N Colorado St,Philadelphia,PA,19132,83.9,20
39.987303,-75.161392,2213,N Colorado St,Philadelphia,PA,19132,83.6,20
39.987264,-75.1614,2211,N Colorado St,Philadelphia,PA,19132,83.6,20
39.987515,-75.161815,2221,N Bouvier St,Philadelphia,PA,19132,84.9,20
39.987438,-75.161832,2217,N Bouvier St,Philadelphia,PA,19132,84.5,20
39.987477,-75.161824,2219,N Bouvier St,Philadelphia,PA,19132,85,20
39.987592,-75.1618,2225,N Bouvier St,Philadelphia,PA,19132,84.7,20
39.987553,-75.161808,2223,N Bouvier St,Philadelphia,PA,19132,85.1,20
39.980995,-75.166612,1720,N Uber St,Philadelphia,PA,19121,111.3,20
39.975648,-75.153341,1515,Guilford Pl,Philadelphia,PA,19122,74.2,20
40.012293,-75.197783,4402,Driftwood Dr,Philadelphia,PA,19129,111.5,30
39.987226,-75.154418,2249,N Park Ave,Philadelphia,PA,19132,79.1,40
40.014212,-75.185636,3422,Henry Ave,Philadelphia,PA,19129,209.6,20
40.014174,-75.185601,3420,Henry Ave,Philadelphia,PA,19129,210,20
39.976018,-75.149649,826,W Oxford St,Philadelphia,PA,19122,59,30
40.014583,-75.18596,3302,Ainslie St,Philadelphia,PA,19129,200.3,30
39.974871,-75.16269,1319,N Smedley St,Philadelphia,PA,19121,93.7,30
39.984483,-75.151741,2111,N Marvine St,Philadelphia,PA,19122,73.3,20
40.013838,-75.185211,3402,Henry Ave,Philadelphia,PA,19129,211.8,20
39.982446,-75.16622,1858,N Uber St,Philadelphia,PA,19121,98.8,20
40.013923,-75.185304,3406,Henry Ave,Philadelphia,PA,19129,211.5,20
40.013738,-75.185454,3313,Bowman St,Philadelphia,PA,19129,205.8,20
40.017374,-75.187198,3228,Midvale Ave,Philadelphia,PA,19129,216.1,10
39.975858,-75.164808,1409,N 18th St,Philadelphia,PA,19121,100.6,40
39.983503,-75.166349,1923,N 20th St,Philadelphia,PA,19121,99,40
39.983599,-75.166329,1927,N 20th St,Philadelphia,PA,19121,99.7,20
39.986707,-75.154527,2225,N Park Ave,Philadelphia,PA,19132,81.2,40
39.98662,-75.154546,2221,N Park Ave,Philadelphia,PA,19132,82.2,20
39.986576,-75.154557,2219,N Park Ave,Philadelphia,PA,19132,82.2,30
39.987182,-75.154426,2247,N Park Ave,Philadelphia,PA,19132,79,40
40.013601,-75.185633,3321,Bowman St,Philadelphia,PA,19129,200.7,30
40.009177,-75.190125,3307,Krail St,Philadelphia,PA,19129,100.3,30
39.97505,-75.153469,1443,Guilford Pl,Philadelphia,PA,19122,70.4,30
39.98079,-75.163513,1728-30,W Montgomery Ave,Philadelphia,PA,19121,103.1,30
39.97544,-75.149714,1533,N 9th St,Philadelphia,PA,19122,57.1,20
39.975476,-75.149695,1535,N 9th St,Philadelphia,PA,19122,57.3,30
39.975514,-75.149687,1537,N 9th St,Philadelphia,PA,19122,57.6,30
39.975625,-75.149662,1543,N 9th St,Philadelphia,PA,19122,57.8,30
40.014138,-75.18606,3431,Osmond St,Philadelphia,PA,19129,199.6,30
40.014556,-75.186002,3304,Ainslie St,Philadelphia,PA,19129,200.2,30
39.974424,-75.149566,800-26,Jefferson St,Philadelphia,PA,19122,53.8,20
39.97411,-75.149701,1422-30,N 8th St,Philadelphia,PA,19122,53.4,30
39.975485,-75.164943,1729,Master St,Philadelphia,PA,19121,98.9,40
39.986967,-75.154473,2237,N Park Ave,Philadelphia,PA,19132,80.5,30
39.987052,-75.154454,2241,N Park Ave,Philadelphia,PA,19132,80,30
39.986924,-75.154482,2235,N Park Ave,Philadelphia,PA,19132,80.7,30
39.97437,-75.156424,1233,Master St,Philadelphia,PA,19122,72.8,30
39.986743,-75.148605,938,W Dauphin St,Philadelphia,PA,19133,91,30
39.98588,-75.148646,2220,N Delhi St,Philadelphia,PA,19133,80.8,20
39.979917,-75.16389,1705,N 18th St,Philadelphia,PA,19121,103.1,40
40.013965,-75.185351,3408,Henry Ave,Philadelphia,PA,19129,212.1,30
39.98372,-75.163132,1945,N 18th St,Philadelphia,PA,19121,93.5,40
39.98376,-75.163123,1947,N 18th St,Philadelphia,PA,19121,93,40
40.01059,-75.188181,3318,Conrad St,Philadelphia,PA,19129,126,40
39.986285,-75.154483,1313,W Susquehanna Ave,Philadelphia,PA,19122,80.4,40
39.983198,-75.162093,1926,N 17th St,Philadelphia,PA,19121,100.6,40
40.011279,-75.190011,3534,Sunnyside Ave,Philadelphia,PA,19129,118.9,30
40.013985,-75.185431,3410,Henry Ave,Philadelphia,PA,19129,212,30
40.00661,-75.187524,3546,Scotts Ln,Philadelphia,PA,19129,52.4,30
40.015088,-75.189132,3344,W Penn St,Philadelphia,PA,19129,195.4,10
39.987096,-75.148332,931,W Dauphin St,Philadelphia,PA,19133,90,30
39.975052,-75.164872,1728,Master St,Philadelphia,PA,19121,99.3,40
40.004677,-75.189051,3704,Ridge Ave,Philadelphia,PA,19132,84.1,10
39.986976,-75.154126,2212-60,N 13th St,Philadelphia,PA,19133,74.2,40
39.986664,-75.154537,2223,N Park Ave,Philadelphia,PA,19132,81.4,40
39.986534,-75.154565,2217,N Park Ave,Philadelphia,PA,19132,81.9,40
39.987139,-75.154436,2245,N Park Ave,Philadelphia,PA,19132,79.7,30
40.014031,-75.185471,3412,Henry Ave,Philadelphia,PA,19129,211.7,30
39.9838,-75.163115,1949,N 18th St,Philadelphia,PA,19121,92.9,40
40.013897,-75.18579,3417,Osmond St,Philadelphia,PA,19129,199.8,30
40.012586,-75.198504,4429,Driftwood Dr,Philadelphia,PA,19129,110,30
39.985921,-75.148637,2222,N Delhi St,Philadelphia,PA,19133,81.2,20
40.017319,-75.189287,3300,W Coulter St,Philadelphia,PA,19129,209.4,20
40.013936,-75.185831,3419,Osmond St,Philadelphia,PA,19129,201.1,30
39.983595,-75.162829,1721,Arlington St,Philadelphia,PA,19121,95.8,40
40.01117,-75.187984,3339,Conrad St,Philadelphia,PA,19129,135.8,30
40.014072,-75.185984,3427,Osmond St,Philadelphia,PA,19129,199.9,30
39.987173,-75.166074,2138,N 20th St,Philadelphia,PA,19121,106,40
40.014105,-75.186022,3429,Osmond St,Philadelphia,PA,19129,199.3,30
39.982518,-75.164819,1820,W Berks St,Philadelphia,PA,19121,95.5,30
39.984342,-75.161087,1625,Page St,Philadelphia,PA,19121,98.9,20
39.980139,-75.163114,1723,N Bouvier St,Philadelphia,PA,19121,102.8,30
39.985259,-75.153983,2119,N 13th St,Philadelphia,PA,19122,82.7,20
40.014345,-75.189725,3419,W Queen Ln,Philadelphia,PA,19129,190.4,30
40.014382,-75.189671,3417,W Queen Ln,Philadelphia,PA,19129,190.8,30
39.9861,-75.165378,1921,Diamond St,Philadelphia,PA,19121,99.8,40
40.009755,-75.189487,3540,Indian Queen Ln,Philadelphia,PA,19129,117.2,30
39.9836,-75.163158,1939,N 18th St,Philadelphia,PA,19121,94.1,40
39.976212,-75.165561,1409,N Gratz St,Philadelphia,PA,19121,105.8,30
